"number","action_id","title","layer","script_path","script_sha256","mutation_capable","stores_credentials","stores_target_inventory","evidence"
"4726","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_BUSINESS_APPLICATION_DEPENDENCY_MAP_EVENT_COUNT_24H_V1","Business Application Dependency Map Event Count 24h","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4726-business-application-dependency-map-event-count-24h.ps1","048d8e6fda832112f2bd02c3e9099c3acaa85a3dafd93b9e1862fa70b40bb71e","False","False","False","safe sanitized evidence only"
"4727","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_BUSINESS_APPLICATION_DEPENDENCY_MAP_EVENT_COUNT_7D_V1","Business Application Dependency Map Event Count 7d","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4727-business-application-dependency-map-event-count-7d.ps1","fb57072dac7a95a947701843f182a0328380d23a193a4d7858779be2e815ba89","False","False","False","safe sanitized evidence only"
"4728","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_BUSINESS_APPLICATION_DEPENDENCY_MAP_GUIDANCE_PLAN_V1","Business Application Dependency Map Guidance Plan","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4728-business-application-dependency-map-guidance-plan.ps1","202b5e1befd3cf527b51f567027c87ebbe5c4db2c249c3b2b58b5f91433c1a1f","False","False","False","safe sanitized evidence only"
"4729","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_BUSINESS_APPLICATION_DEPENDENCY_MAP_QUESTION_PLAN_V1","Business Application Dependency Map Question Plan","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4729-business-application-dependency-map-question-plan.ps1","95173766aec7e29d8b711d8c0599f9bacbbc57852060f23f81bee2e18db1797b","False","False","False","safe sanitized evidence only"
"4730","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_BUSINESS_APPLICATION_DEPENDENCY_MAP_RUNNER_SUMMARY_V1","Business Application Dependency Map Runner Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4730-business-application-dependency-map-runner-summary.ps1","9cb4a7aef99de54c3b45a377654ee737434e5e02ec13c067739940dad9e15909","False","False","False","safe sanitized evidence only"
"4731","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_SUPPORT_CONTRACT_RENEWAL_POSTURE_PRESENCE_SUMMARY_V1","Support Contract Renewal Posture Presence Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4731-support-contract-renewal-posture-presence-summary.ps1","186613b7122672ad549b5c27ac2514f92ac1fef327bb9d2f016879bfaa7adbdb","False","False","False","safe sanitized evidence only"
"4732","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_SUPPORT_CONTRACT_RENEWAL_POSTURE_STATUS_SUMMARY_V1","Support Contract Renewal Posture Status Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4732-support-contract-renewal-posture-status-summary.ps1","5b253f3fb877ae1c18212a3995f2706d13166e999a7f1d04aab4fee7945de0d6","False","False","False","safe sanitized evidence only"
"4733","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_SUPPORT_CONTRACT_RENEWAL_POSTURE_CONFIGURATION_SUMMARY_V1","Support Contract Renewal Posture Configuration Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4733-support-contract-renewal-posture-configuration-summary.ps1","91c40da8c789acb1ac58c31fb2cc1d3a5f3fef02a473a34eb4e8e3117e7dc112","False","False","False","safe sanitized evidence only"
"4734","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_SUPPORT_CONTRACT_RENEWAL_POSTURE_COUNT_SUMMARY_V1","Support Contract Renewal Posture Count Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4734-support-contract-renewal-posture-count-summary.ps1","fb997a7913508cce14ec928ca4e0a15994462315c71a038ccfa6f2a62ca0d201","False","False","False","safe sanitized evidence only"
"4735","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_SUPPORT_CONTRACT_RENEWAL_POSTURE_RISK_CATEGORY_SUMMARY_V1","Support Contract Renewal Posture Risk Category Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4735-support-contract-renewal-posture-risk-category-summary.ps1","8c33c070fb0a506ed9b89e1d5763ebf99ceda11387b1c0240b6c00af8d00c1ba","False","False","False","safe sanitized evidence only"
"4736","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_SUPPORT_CONTRACT_RENEWAL_POSTURE_EVENT_COUNT_24H_V1","Support Contract Renewal Posture Event Count 24h","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4736-support-contract-renewal-posture-event-count-24h.ps1","fe7392b98a665093d6eaf3d1d7a555bd405271bb72ce6571581c7abe5c709956","False","False","False","safe sanitized evidence only"
"4737","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_SUPPORT_CONTRACT_RENEWAL_POSTURE_EVENT_COUNT_7D_V1","Support Contract Renewal Posture Event Count 7d","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4737-support-contract-renewal-posture-event-count-7d.ps1","bf17505e204f7763ec0d4d444b38ada1f2d0e8b3e264d01c4769a656147a7517","False","False","False","safe sanitized evidence only"
"4738","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_SUPPORT_CONTRACT_RENEWAL_POSTURE_GUIDANCE_PLAN_V1","Support Contract Renewal Posture Guidance Plan","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4738-support-contract-renewal-posture-guidance-plan.ps1","f0acf16b1f1be5f1c1748c44f9689430901dae59b8c7f0be1ffa5288f3e5e041","False","False","False","safe sanitized evidence only"
"4739","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_SUPPORT_CONTRACT_RENEWAL_POSTURE_QUESTION_PLAN_V1","Support Contract Renewal Posture Question Plan","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4739-support-contract-renewal-posture-question-plan.ps1","a9134422b582d96d305673139645e23a6998660cb5f15aabb3f420585bd96c8b","False","False","False","safe sanitized evidence only"
"4740","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_SUPPORT_CONTRACT_RENEWAL_POSTURE_RUNNER_SUMMARY_V1","Support Contract Renewal Posture Runner Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4740-support-contract-renewal-posture-runner-summary.ps1","d9970554d506dd0e04c5bbe30fc5b61c4d0539c8b539f82473b690ddd0f9c7d8","False","False","False","safe sanitized evidence only"
"4741","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_FIRMWARE_LIFECYCLE_GOVERNANCE_PRESENCE_SUMMARY_V1","Firmware Lifecycle Governance Presence Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4741-firmware-lifecycle-governance-presence-summary.ps1","a460a2aa0d47b3244d81819c270b60b5d77ed2cccef3959a38f6ff04a3bee9a4","False","False","False","safe sanitized evidence only"
"4742","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_FIRMWARE_LIFECYCLE_GOVERNANCE_STATUS_SUMMARY_V1","Firmware Lifecycle Governance Status Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4742-firmware-lifecycle-governance-status-summary.ps1","59fa0a0d238adbe89d6410016b250b7b2c9878f1beb3eeae07e8aa0eb5424963","False","False","False","safe sanitized evidence only"
"4743","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_FIRMWARE_LIFECYCLE_GOVERNANCE_CONFIGURATION_SUMMARY_V1","Firmware Lifecycle Governance Configuration Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4743-firmware-lifecycle-governance-configuration-summary.ps1","46566b1fcebbb126f0153df57485e14cc34b8d9fae15dfa91e51f8a2f5a2d49d","False","False","False","safe sanitized evidence only"
"4744","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_FIRMWARE_LIFECYCLE_GOVERNANCE_COUNT_SUMMARY_V1","Firmware Lifecycle Governance Count Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4744-firmware-lifecycle-governance-count-summary.ps1","fd416f06a6e92912c470c62cf707c61e533258c74e25bcd8ca80554d7f71aff5","False","False","False","safe sanitized evidence only"
"4745","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_FIRMWARE_LIFECYCLE_GOVERNANCE_RISK_CATEGORY_SUMMARY_V1","Firmware Lifecycle Governance Risk Category Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4745-firmware-lifecycle-governance-risk-category-summary.ps1","d4ce2f32abbf8671db40c80edcb826cd560d3193f72572e4d53fedfb99485e12","False","False","False","safe sanitized evidence only"
"4746","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_FIRMWARE_LIFECYCLE_GOVERNANCE_EVENT_COUNT_24H_V1","Firmware Lifecycle Governance Event Count 24h","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4746-firmware-lifecycle-governance-event-count-24h.ps1","6e88506436ebf8914a2000cd77aa3662e953e36518bfe1d83ce2851e7ba42083","False","False","False","safe sanitized evidence only"
"4747","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_FIRMWARE_LIFECYCLE_GOVERNANCE_EVENT_COUNT_7D_V1","Firmware Lifecycle Governance Event Count 7d","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4747-firmware-lifecycle-governance-event-count-7d.ps1","7c5ac8a01c271a466be297ad00c224abfeabf3bf2e55a077bbdfe7c7833e8d8c","False","False","False","safe sanitized evidence only"
"4748","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_FIRMWARE_LIFECYCLE_GOVERNANCE_GUIDANCE_PLAN_V1","Firmware Lifecycle Governance Guidance Plan","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4748-firmware-lifecycle-governance-guidance-plan.ps1","84ba38d9584c78ebc5da4b7e910af10ef745416e3b5d0e070998df7a7eaff056","False","False","False","safe sanitized evidence only"
"4749","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_FIRMWARE_LIFECYCLE_GOVERNANCE_QUESTION_PLAN_V1","Firmware Lifecycle Governance Question Plan","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4749-firmware-lifecycle-governance-question-plan.ps1","9c13972e82f8daefba52cf8fa97703b558262cf6b459d220c6a5cf0d7f272c83","False","False","False","safe sanitized evidence only"
"4750","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_FIRMWARE_LIFECYCLE_GOVERNANCE_RUNNER_SUMMARY_V1","Firmware Lifecycle Governance Runner Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4750-firmware-lifecycle-governance-runner-summary.ps1","7ac69243d9bc0330e9451ad12b31dca85442cf62ba4bc09ff46c359a3b99ea8c","False","False","False","safe sanitized evidence only"
"4751","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_CERTIFICATE_LIFECYCLE_GOVERNANCE_PRESENCE_SUMMARY_V1","Certificate Lifecycle Governance Presence Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4751-certificate-lifecycle-governance-presence-summary.ps1","ce3da4e0dd05b2a890c6a75bff4acab58a844360a4eead956a46a69a5ae080be","False","False","False","safe sanitized evidence only"
"4752","STORAGE_ENTERPRISE_GOVERNANCE_CMDB_CHANGE_EVIDENCE_V1_CERTIFICATE_LIFECYCLE_GOVERNANCE_STATUS_SUMMARY_V1","Certificate Lifecycle Governance Status Summary","enterprise-governance-cmdb-change-evidence-v1","action-layers/windows/storage-admin/enterprise-governance-cmdb-change-evidence-v1/scripts/checks/4752-certificate-lifecycle-governance-status-summary.ps1","b32bf849b359f387411991f3d3618730908d6589d270613bb52742aff673c402","False","False","False","safe sanitized evidence only"
