"action_id","title","action_layer","script_path","platform","audience","tier","status","mutation_capable","requires_admin","stores_credentials","stores_target_inventory","evidence","issue_area","action_type"
"STORAGE_UNITY_UEMCLI_COMMAND_READINESS_EVENT_COUNT_24H_V1","UEMCLI Command Readiness Event Count 24h","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2516-uemcli-command-readiness-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UEMCLI_COMMAND_READINESS_EVENT_COUNT_7D_V1","UEMCLI Command Readiness Event Count 7d","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2517-uemcli-command-readiness-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UEMCLI_COMMAND_READINESS_GUIDANCE_PLAN_V1","UEMCLI Command Readiness Guidance Plan","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2518-uemcli-command-readiness-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UEMCLI_COMMAND_READINESS_QUESTION_PLAN_V1","UEMCLI Command Readiness Question Plan","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2519-uemcli-command-readiness-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UEMCLI_COMMAND_READINESS_RUNNER_SUMMARY_V1","UEMCLI Command Readiness Runner Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2520-uemcli-command-readiness-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UNISPHERE_REST_API_PRESENCE_SUMMARY_V1","Unisphere REST API Presence Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2521-unisphere-rest-api-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UNISPHERE_REST_API_STATUS_SUMMARY_V1","Unisphere REST API Status Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2522-unisphere-rest-api-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UNISPHERE_REST_API_CONFIGURATION_SUMMARY_V1","Unisphere REST API Configuration Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2523-unisphere-rest-api-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UNISPHERE_REST_API_COUNT_SUMMARY_V1","Unisphere REST API Count Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2524-unisphere-rest-api-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UNISPHERE_REST_API_RISK_CATEGORY_SUMMARY_V1","Unisphere REST API Risk Category Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2525-unisphere-rest-api-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UNISPHERE_REST_API_EVENT_COUNT_24H_V1","Unisphere REST API Event Count 24h","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2526-unisphere-rest-api-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UNISPHERE_REST_API_EVENT_COUNT_7D_V1","Unisphere REST API Event Count 7d","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2527-unisphere-rest-api-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UNISPHERE_REST_API_GUIDANCE_PLAN_V1","Unisphere REST API Guidance Plan","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2528-unisphere-rest-api-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UNISPHERE_REST_API_QUESTION_PLAN_V1","Unisphere REST API Question Plan","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2529-unisphere-rest-api-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_UNISPHERE_REST_API_RUNNER_SUMMARY_V1","Unisphere REST API Runner Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2530-unisphere-rest-api-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_ARRAY_INVENTORY_PRESENCE_SUMMARY_V1","Array Inventory Presence Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2531-array-inventory-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_ARRAY_INVENTORY_STATUS_SUMMARY_V1","Array Inventory Status Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2532-array-inventory-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_ARRAY_INVENTORY_CONFIGURATION_SUMMARY_V1","Array Inventory Configuration Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2533-array-inventory-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_ARRAY_INVENTORY_COUNT_SUMMARY_V1","Array Inventory Count Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2534-array-inventory-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_ARRAY_INVENTORY_RISK_CATEGORY_SUMMARY_V1","Array Inventory Risk Category Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2535-array-inventory-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_ARRAY_INVENTORY_EVENT_COUNT_24H_V1","Array Inventory Event Count 24h","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2536-array-inventory-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_ARRAY_INVENTORY_EVENT_COUNT_7D_V1","Array Inventory Event Count 7d","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2537-array-inventory-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_ARRAY_INVENTORY_GUIDANCE_PLAN_V1","Array Inventory Guidance Plan","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2538-array-inventory-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_ARRAY_INVENTORY_QUESTION_PLAN_V1","Array Inventory Question Plan","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2539-array-inventory-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_ARRAY_INVENTORY_RUNNER_SUMMARY_V1","Array Inventory Runner Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2540-array-inventory-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_STORAGE_POOL_CAPACITY_PRESENCE_SUMMARY_V1","Storage Pool Capacity Presence Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2541-storage-pool-capacity-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_STORAGE_POOL_CAPACITY_STATUS_SUMMARY_V1","Storage Pool Capacity Status Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2542-storage-pool-capacity-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_STORAGE_POOL_CAPACITY_CONFIGURATION_SUMMARY_V1","Storage Pool Capacity Configuration Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2543-storage-pool-capacity-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_STORAGE_POOL_CAPACITY_COUNT_SUMMARY_V1","Storage Pool Capacity Count Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2544-storage-pool-capacity-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_STORAGE_POOL_CAPACITY_RISK_CATEGORY_SUMMARY_V1","Storage Pool Capacity Risk Category Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2545-storage-pool-capacity-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_STORAGE_POOL_CAPACITY_EVENT_COUNT_24H_V1","Storage Pool Capacity Event Count 24h","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2546-storage-pool-capacity-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_STORAGE_POOL_CAPACITY_EVENT_COUNT_7D_V1","Storage Pool Capacity Event Count 7d","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2547-storage-pool-capacity-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_STORAGE_POOL_CAPACITY_GUIDANCE_PLAN_V1","Storage Pool Capacity Guidance Plan","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2548-storage-pool-capacity-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_STORAGE_POOL_CAPACITY_QUESTION_PLAN_V1","Storage Pool Capacity Question Plan","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2549-storage-pool-capacity-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_STORAGE_POOL_CAPACITY_RUNNER_SUMMARY_V1","Storage Pool Capacity Runner Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2550-storage-pool-capacity-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_LUN_INVENTORY_PRESENCE_SUMMARY_V1","LUN Inventory Presence Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2551-lun-inventory-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_LUN_INVENTORY_STATUS_SUMMARY_V1","LUN Inventory Status Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2552-lun-inventory-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_LUN_INVENTORY_CONFIGURATION_SUMMARY_V1","LUN Inventory Configuration Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2553-lun-inventory-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_LUN_INVENTORY_COUNT_SUMMARY_V1","LUN Inventory Count Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2554-lun-inventory-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_LUN_INVENTORY_RISK_CATEGORY_SUMMARY_V1","LUN Inventory Risk Category Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2555-lun-inventory-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_LUN_INVENTORY_EVENT_COUNT_24H_V1","LUN Inventory Event Count 24h","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2556-lun-inventory-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_LUN_INVENTORY_EVENT_COUNT_7D_V1","LUN Inventory Event Count 7d","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2557-lun-inventory-event-count-7d.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_LUN_INVENTORY_GUIDANCE_PLAN_V1","LUN Inventory Guidance Plan","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2558-lun-inventory-guidance-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_LUN_INVENTORY_QUESTION_PLAN_V1","LUN Inventory Question Plan","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2559-lun-inventory-question-plan.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_LUN_INVENTORY_RUNNER_SUMMARY_V1","LUN Inventory Runner Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2560-lun-inventory-runner-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_FILESYSTEM_INVENTORY_PRESENCE_SUMMARY_V1","Filesystem Inventory Presence Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2561-filesystem-inventory-presence-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_FILESYSTEM_INVENTORY_STATUS_SUMMARY_V1","Filesystem Inventory Status Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2562-filesystem-inventory-status-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_FILESYSTEM_INVENTORY_CONFIGURATION_SUMMARY_V1","Filesystem Inventory Configuration Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2563-filesystem-inventory-configuration-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_FILESYSTEM_INVENTORY_COUNT_SUMMARY_V1","Filesystem Inventory Count Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2564-filesystem-inventory-count-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_FILESYSTEM_INVENTORY_RISK_CATEGORY_SUMMARY_V1","Filesystem Inventory Risk Category Summary","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2565-filesystem-inventory-risk-category-summary.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
"STORAGE_UNITY_FILESYSTEM_INVENTORY_EVENT_COUNT_24H_V1","Filesystem Inventory Event Count 24h","dell-emc-unity-enterprise-evidence-v1","action-layers/windows/storage-admin/dell-emc-unity-enterprise-evidence-v1/scripts/checks/2566-filesystem-inventory-event-count-24h.ps1","windows","storage-admin","Level 3","candidate","False","True","False","False","safe sanitized evidence only","dell-emc-unity-enterprise-evidence-v1","evidence"
